Country;Region;Year;Economy_status_Developed;Infant_deaths;Under_five_deaths;Alcohol_consumption;Hepatitis_B;Measles;Polio;Diphtheria;BMI;Incidents_HIV;GDP_per_capita;Population_mln;Thinness_ten_nineteen_years;Thinness_five_nine_years;Schooling;Life_expectancy;Hepatitis_B_alt;Measles_alt;Polio_alt;Diphtheria_alt
Gambia;Africa;2003;No;56.4;99.8;3.63;94;64;87;87;22.4;1.55;724;1.45;9.6;9.6;2.2;57.2;alta;moderada;elevada;elevada
United Arab Emirates;Middle East;2011;No;7.2;8.4;1.75;95;95;95;95;28.1;0.13;33246;8.95;5.1;4.9;10;76.5;alta;alta;alta;alta
Burundi;Africa;2015;No;46.2;67.6;3.99;94;65;94;94;21.6;0.27;306;10.16;7.3;7.2;2.9;60.1;alta;moderada;alta;alta
United Arab Emirates;Middle East;2009;No;7.6;8.9;1.76;93;93;94;93;27.9;0.13;34580;7.92;5.1;4.9;9.7;76.1;alta;alta;alta;alta
Hungary;European Union;2008;Yes;5.5;6.5;11.75;88;99;99;99;26.6;0.08;11937;10.04;1.9;1.9;11.5;73.7;elevada;alta;alta;alta
Malawi;Africa;2013;No;42.2;63.4;2.02;89;64;89;89;22.7;3.32;370;15.84;6.5;6.4;4.4;59.9;elevada;moderada;elevada;elevada
Eritrea;Africa;2000;No;56.1;85.2;0.88;87;88;82;81;20.1;0.7;828;2.29;1.2;1.1;3.7;55.3;elevada;elevada;elevada;elevada
Italy;European Union;2012;Yes;3.2;3.8;7.48;96;83;96;97;25.7;0.07;31185;59.54;0.5;0.6;9.9;82.2;alta;elevada;alta;alta
Oman;Middle East;2011;No;10;11.6;0.5;99;99;99;99;26;0.05;19868;3.25;6.9;6.8;8.3;75.9;alta;alta;alta;alta
Nepal;Asia;2006;No;43.8;56.3;0.19;69;65;91;89;21.3;0.17;629;26.07;17.4;18;2.9;65.8;moderada;moderada;alta;elevada
Serbia;Rest of Europe;2009;No;6.7;7.8;9.78;93;87;97;95;25.7;0.02;5148;7.32;2.3;2.3;10.4;74;alta;elevada;alta;alta
France;European Union;2013;Yes;3.1;4.1;11.73;74;75;99;99;25;0.1;36205;66;0.6;0.6;11.2;82.2;elevada;elevada;alta;alta
Greece;European Union;2010;Yes;3.4;3.9;8.33;95;77;99;99;27.1;0.1;21560;11.12;0.8;0.7;10.3;80.4;alta;elevada;alta;alta
Guyana;South America;2003;No;34.7;43.2;8.75;90;71;91;90;25;0.93;3966;0.75;5.8;5.6;7.8;66.1;alta;elevada;alta;alta
Nigeria;Africa;2009;No;85.9;138.3;10.58;63;64;66;63;22.9;0.79;2286;154.32;11.7;11.6;5.2;50.4;moderada;moderada;moderada;moderada
Bolivia;South America;2011;No;31.2;39.2;3.3;95;83;95;95;26;0.18;2603;10.21;1.2;1.1;8;68.5;alta;elevada;alta;alta
Australia;Oceania;2010;Yes;4;4.8;10.52;92;88;92;92;26.9;0.05;53543;22.03;0.7;0.6;12.4;81.7;alta;elevada;alta;alta
Jordan;Middle East;2009;No;17.6;20.7;0.56;98;90;98;98;28.5;0.13;4782;6.89;3.8;3.8;9.9;73.3;alta;alta;alta;alta
Timor-Leste;Oceania;2010;No;51.4;61.5;0.1;72;64;72;72;20.7;0.08;1186;1.09;11.5;11.5;4.4;67.2;elevada;moderada;elevada;elevada
Timor-Leste;Oceania;2003;No;73;91.2;0.44;75;64;55;55;20.1;0.05;934;0.95;12.1;12.1;3;61.9;elevada;moderada;moderada;moderada
Paraguay;South America;2014;No;19.6;23;5.39;87;76;93;87;26.5;0.14;5329;6.6;2;1.9;8.2;73.5;elevada;elevada;alta;elevada
Suriname;South America;2002;No;25.7;29.1;4.58;84;16;74;73;25.6;0.98;6488;0.48;3.5;3.5;7.7;68.1;elevada;baixa;elevada;elevada
China;Asia;2011;No;11.5;14.6;5.36;99;99;99;99;23.3;0.1;6153;1345.04;4.1;3.5;7.4;74.7;alta;alta;alta;alta
Serbia;Rest of Europe;2012;No;6.2;7.1;8.78;97;90;93;91;25.9;0.02;5344;7.2;2.1;2.1;10.5;74.8;alta;alta;alta;alta
Yemen Rep;Middle East;2013;No;45.2;58.4;0.04;73;95;67;73;23.5;0.03;2348;25.15;13.7;13.5;3;66;elevada;alta;moderada;elevada
Mozambique;Africa;2015;No;61.3;84;1.22;88;64;88;80;22.7;3.5;590;27.04;3.6;3.5;3.5;57.2;elevada;moderada;elevada;elevada
Poland;European Union;2002;Yes;7.3;8.4;8.02;98;97;98;99;25.5;0.08;7607;38.23;2.5;2.6;11.4;74.5;alta;alta;alta;alta
Bulgaria;European Union;2015;Yes;6.9;8.2;10.89;92;87;91;91;26.4;0.03;7075;7.18;1.9;1.8;11.8;74.6;alta;elevada;alta;alta
China;Asia;2005;No;19.4;24;2.92;84;84;87;87;22.8;0.1;3391;1303.72;5;4.4;6.9;73;elevada;elevada;elevada;elevada
France;European Union;2006;Yes;3.3;4.5;13.05;39;65;99;99;25;0.11;35826;63.62;0.6;0.6;10.6;80.8;baixa;moderada;alta;alta
Czechia;European Union;2008;Yes;3;3.7;13.65;99;98;99;99;26.7;0.08;17047;10.38;1.9;2;12.2;77;alta;alta;alta;alta
Sierra Leone;Africa;2015;No;95.1;140.2;3.06;86;60;86;86;22.7;0.85;588;7.17;7.4;7.3;3.4;52.9;elevada;moderada;elevada;elevada
Qatar;Middle East;2013;No;7.2;8.4;1.03;97;99;99;97;28.8;0.06;62733;2.34;5.1;4.7;9.9;79.5;alta;alta;alta;alta
Burkina Faso;Africa;2013;No;62.7;108.3;5.49;88;34;89;88;22;0.23;639;17.07;8.4;7.9;1.4;58.9;elevada;baixa;elevada;elevada
Sao Tome and Principe;Central America and Caribbean;2002;No;48;71;5.93;70;71;92;92;23.7;1.08;1087;0.15;7.6;7.6;4.3;62.7;elevada;elevada;alta;alta
Mauritius;Africa;2007;No;13;15.2;3.23;97;80;96;97;24.9;1.05;6939;1.24;7.5;7.4;7.6;72.6;alta;elevada;alta;alta
Kazakhstan;Asia;2014;No;11.6;13;3.64;95;99;95;95;26.3;0.14;10539;17.29;2.4;2.5;11.7;71.4;alta;alta;alta;alta
Argentina;South America;2012;No;11.9;13.3;8;91;89;90;91;27.3;0.14;13896;41.73;1;0.9;9.8;75.6;alta;elevada;alta;alta
Ireland;European Union;2001;Yes;5.8;6.9;14.04;95;86;84;84;26.4;0.05;43139;3.87;0.3;0.3;11;77.1;alta;elevada;elevada;elevada
Congo Rep;Africa;2014;No;38.7;54.4;1.9;90;64;90;90;23.1;2.06;2603;4.74;7.6;7.3;6.3;62.6;alta;moderada;alta;alta
Guinea;Africa;2010;No;74.4;117.7;0.2;64;64;62;64;22.6;0.93;689;10.19;8.2;8.2;1.6;56.9;moderada;moderada;moderada;moderada
Tonga;Oceania;2001;No;14.2;16.5;1.34;91;98;95;89;31.3;0.17;3790;0.1;0.1;0.1;9.1;69.7;alta;alta;alta;elevada
Rwanda;Africa;2009;No;47;69.6;7.3;97;87;93;97;21.6;1.09;573;9.78;6.6;6.4;3.3;62.1;alta;elevada;alta;alta
Mongolia;Asia;2005;No;33.1;40.9;5.17;98;98;99;99;24.8;0.02;2068;2.53;2.3;2.4;8.6;65.1;alta;alta;alta;alta
Seychelles;Africa;2001;No;11.8;13.7;6.84;96;98;96;96;25.5;3.5;10915;0.08;6.2;6.6;7.5;73.3;alta;alta;alta;alta
Syrian Arab Republic;Middle East;2005;No;16.8;19.7;0.79;83;81;83;80;27.3;0.13;1532;18.36;6.5;6.3;5.8;74.4;elevada;elevada;elevada;elevada
Latvia;European Union;2002;Yes;10.2;12.6;7.44;98;96;98;97;25.7;0.19;7849;2.31;2.7;2.7;10.6;71;alta;alta;alta;alta
France;European Union;2005;Yes;3.3;4.6;12.88;35;65;98;98;25;0.11;35214;63.18;0.6;0.6;10.4;80.2;baixa;moderada;alta;alta
Syrian Arab Republic;Middle East;2015;No;25.6;41.6;0.23;41;47;50;41;28.2;0.13;979;18;6.3;6.1;5.1;69.9;baixa;baixa;moderada;baixa
Indonesia;Asia;2006;No;32.4;39.9;0.062;66;50;78;72;22.2;0.22;2289;229.32;1.8;1.8;7.9;67.7;moderada;moderada;elevada;elevada
United Arab Emirates;Middle East;2013;No;6.8;8;1.86;98;98;98;98;28.2;0.13;35496;9.2;5.2;5;10.3;76.9;alta;alta;alta;alta
Burkina Faso;Africa;2010;No;68.1;121.5;5.44;91;32;90;91;21.8;0.31;582;15.61;9;8.6;1.4;57.1;alta;baixa;alta;alta
Haiti;Central America and Caribbean;2005;No;65.3;89.4;3.49;60;83;60;60;23.9;1.14;1284;9.2;4.4;4.4;4.3;58.7;moderada;elevada;moderada;moderada
Mali;Africa;2008;No;81.1;140.2;0.58;74;64;74;74;22.4;0.62;707;14.11;9.2;9;1.9;54.2;elevada;moderada;elevada;elevada
Cambodia;Asia;2013;No;30.3;35.3;2.8;83;52;71;83;21.9;0.11;1048;15.03;11;11.1;4.6;67.9;elevada;moderada;elevada;elevada
Eswatini;Africa;2000;No;67.8;112.2;6.8;83;99;87;84;25.5;21.68;2472;1.01;9.4;9.6;3.9;47.5;elevada;alta;elevada;elevada
Kyrgyz Republic;Asia;2009;No;27.8;31.6;5.98;96;65;96;95;25.7;0.21;982;5.38;3.3;3.4;10.4;69.1;alta;moderada;alta;alta
Grenada;Central America and Caribbean;2000;No;12.9;15.5;9.21;97;70;97;97;25.3;0.4;6977;0.1;4.3;4.2;7.4;72.6;alta;elevada;alta;alta
Guyana;South America;2008;No;31.7;39;5.83;93;84;93;93;25.6;0.71;4512;0.75;5.6;5.4;8;67.5;alta;elevada;alta;alta
Micronesia Fed Sts;Oceania;2009;No;27.8;33.7;2.05;89;65;81;91;29.3;0.17;3015;0.1;0.2;0.2;7;66.3;elevada;moderada;elevada;alta
Barbados;Central America and Caribbean;2011;No;13.7;14.8;8.69;91;94;91;91;27.4;0.35;16619;0.28;3.8;3.8;9.9;78.5;alta;alta;alta;alta
Kiribati;Oceania;2003;No;49.5;64.8;0.44;73;35;79;70;29;0.17;1541;0.09;0.2;0.2;7.1;64;elevada;baixa;elevada;elevada
Bahrain;Middle East;2007;No;8.4;9.8;1.83;97;99;97;97;25.1;0.05;22112;1.04;6.1;5.9;8.4;75.6;alta;alta;alta;alta
Colombia;South America;2006;No;17.8;20.8;4.43;93;85;94;93;25.4;0.21;4638;43.2;2.3;2.1;6.7;74.5;alta;elevada;alta;alta
Germany;European Union;2012;Yes;3.4;4;11.32;88;93;94;95;26.4;0.03;40069;80.43;1.1;1.1;14;80.5;elevada;alta;alta;alta
Fiji;Oceania;2000;No;19.1;22.4;2.46;98;84;91;90;26.3;0.03;4107;0.81;4.3;4;9.6;65.7;alta;elevada;alta;alta
India;Asia;2014;No;36.9;46.2;3;79;60;84;85;21.7;0.07;1503;1295.6;26.8;27.4;6.1;68.3;elevada;moderada;elevada;elevada
Venezuela;South America;2004;No;16.4;19.1;7.58;82;83;83;86;26.4;0.4;4326;26;1.7;1.6;7.2;72.7;elevada;elevada;elevada;elevada
Belgium;European Union;2006;Yes;4;4.8;10.94;94;78;99;98;25.8;0.08;39148;10.55;0.8;0.8;11.1;79.4;alta;elevada;alta;alta
Slovak Republic;European Union;2014;Yes;5.2;6.4;10.26;97;97;97;97;26.3;0.01;15547;5.42;1.2;1.2;12.3;76.8;alta;alta;alta;alta
Antigua and Barbuda;Central America and Caribbean;2007;No;9.6;11.7;8.11;97;78;98;99;25.8;0.1;18062;0.08;3.4;3.3;9.2;75.4;alta;elevada;alta;alta
El Salvador;Central America and Caribbean;2015;No;13.3;15.5;2.54;91;88;92;91;27.6;0.18;3706;6.33;1.6;1.5;6.6;72.4;alta;elevada;alta;alta
Panama;Central America and Caribbean;2015;No;14.6;17;6.84;73;92;72;73;26.8;0.4;13630;3.97;1.9;1.8;9.9;77.8;elevada;alta;elevada;elevada
Bulgaria;European Union;2010;Yes;9;10.8;9.82;95;96;94;94;26;0.03;6428;7.4;2;2;10.6;73.5;alta;alta;alta;alta
Mozambique;Africa;2013;No;64.7;92.3;1;78;64;84;78;22.5;3.5;544;25.56;3.6;3.5;3.4;54.9;elevada;moderada;elevada;elevada
Croatia;European Union;2005;Yes;5.8;6.7;10.72;96;98;96;96;26.1;0.02;11400;4.31;1.8;1.8;9.7;75.2;alta;alta;alta;alta
Libya;Africa;2004;No;21;24.4;0.012;99;95;97;97;27.1;0.07;11583;5.71;5.5;5.4;6.3;71.7;alta;alta;alta;alta
Bolivia;South America;2000;No;55.9;75.6;2.3;77;83;74;75;24.7;0.26;2059;8.42;1.5;1.4;7.4;62.5;elevada;elevada;elevada;elevada
Maldives;Asia;2003;No;22.8;27.1;1.95;98;71;98;98;23.5;0.17;7553;0.3;14.6;14.7;3.3;72.4;alta;elevada;alta;alta
Vanuatu;Oceania;2005;No;23.6;28.2;0.89;61;65;67;68;25.7;0.17;2622;0.21;1.6;1.5;6.5;68.4;moderada;moderada;moderada;moderada
Eswatini;Africa;2014;No;50.1;62.4;7.28;98;89;98;98;26.7;15.74;3630;1.1;4.3;4.3;6.5;53.6;alta;elevada;alta;alta
Iraq;Middle East;2000;No;35.6;44.5;0.22;67;48;83;80;27;0.13;4337;23.5;5.6;5.4;5;69.1;moderada;baixa;elevada;elevada
Liberia;Africa;2002;No;111.9;163.7;4.29;58;64;51;39;23.2;3.5;780;3.02;8.8;8.9;3.6;52.8;moderada;moderada;moderada;baixa
Guinea-Bissau;Africa;2013;No;64.3;99.7;2.95;87;64;86;87;23.2;1.82;593;1.65;7.5;7.3;2.8;56.1;elevada;moderada;elevada;elevada
Cote d'Ivoire;Africa;2011;No;72.9;103.1;1.14;62;64;58;62;23.5;1.16;1559;21.03;6.1;6;4.4;53.6;moderada;moderada;moderada;moderada
Haiti;Central America and Caribbean;2009;No;60;81.2;3.53;60;83;65;65;24.5;0.9;1396;9.8;4.1;4.1;4.7;60.1;moderada;elevada;moderada;moderada
Togo;Africa;2002;No;71.8;112.9;0.86;81;64;58;59;22.2;2.34;501;5.2;9;8.9;4.1;53.7;elevada;moderada;moderada;moderada
Bahamas;Central America and Caribbean;2008;No;13.9;16.2;9.65;90;83;93;93;27.4;0.53;34229;0.34;2.5;2.5;10.9;72;alta;elevada;alta;alta
Nicaragua;Central America and Caribbean;2011;No;19.5;22.9;3.34;98;83;99;98;26.8;0.12;1761;5.9;1.8;1.8;6.1;72.7;alta;elevada;alta;alta
Trinidad and Tobago;Central America and Caribbean;2011;No;19.5;21.8;5.79;90;83;91;90;27.1;0.4;18026;1.34;5.9;6.2;10.8;72.2;alta;elevada;alta;alta
Samoa;Oceania;2009;No;18.8;25.7;2.88;44;14;61;49;31.4;0.17;4012;0.18;0.2;0.2;9.9;71.4;baixa;baixa;moderada;baixa
Djibouti;Africa;2004;No;72.9;91.1;0.51;88;82;64;64;23.7;0.85;863;0.77;6;5.9;3.6;57.7;elevada;elevada;moderada;moderada
Zimbabwe;Africa;2008;No;54.5;94.5;2.82;75;64;75;75;23.6;7.81;850;12.38;7.8;7.8;7;46.5;elevada;moderada;elevada;elevada
Liberia;Africa;2009;No;74.2;103.6;3.76;64;64;84;81;23.7;3.5;634;3.75;7.6;7.4;4;59;moderada;moderada;elevada;elevada
Jordan;Middle East;2015;No;15;17.5;0.3;99;96;99;99;28.9;0.13;4164;9.27;4;4;10.3;74.1;alta;alta;alta;alta
Latvia;European Union;2008;Yes;7.3;8.8;11.84;93;94;94;94;26.2;0.19;12893;2.18;2.3;2.4;12.2;72.4;alta;alta;alta;alta
Bangladesh;Asia;2001;No;60;81.1;0.004;75;63;85;85;20.3;0.01;674;130.09;2.7;21.3;4.3;66;elevada;moderada;elevada;elevada
Moldova;Rest of Europe;2007;No;15.7;18.3;7.81;95;92;93;92;26.4;0.44;2069;2.87;3;3.2;10.9;68.3;alta;alta;alta;alta
Grenada;Central America and Caribbean;2010;No;13;15.1;7.71;97;86;94;97;26.4;0.4;8058;0.11;3.8;3.8;8.3;72.9;alta;elevada;alta;alta
Tanzania;Africa;2015;No;40.9;58.1;7.86;98;64;96;98;23.1;2.01;948;51.48;6.7;6.5;5.8;63.1;alta;moderada;alta;alta
Kuwait;Middle East;2014;No;7.7;8.9;0;96;86;94;95;29.4;0.13;30857;3.69;3.4;3.4;6.9;75;alta;elevada;alta;alta
Gabon;Africa;2015;No;36.1;50.3;8.06;80;64;79;80;25.2;1.09;7385;1.95;6.1;5.9;8.1;64.9;elevada;moderada;elevada;elevada
Mozambique;Africa;2002;No;100.3;152.6;0.66;76;64;76;76;21.7;3.5;341;18.76;4;4;2.5;49.6;elevada;moderada;elevada;elevada
Senegal;Africa;2000;No;67.7;129.5;0.24;87;33;49;52;22.1;0.68;1067;9.8;12.3;12.3;1.9;57.8;elevada;baixa;baixa;moderada
Armenia;Rest of Europe;2011;No;15.5;17.3;4.07;95;98;96;95;26.1;0.08;3099;2.88;2;2.1;11.2;73.6;alta;alta;alta;alta
Belgium;European Union;2001;Yes;4.6;5.6;11.01;60;78;96;95;25.5;0.08;35943;10.29;0.8;0.8;10.2;78;moderada;elevada;alta;alta
Cyprus;European Union;2011;Yes;2.7;3.2;10.71;96;88;99;99;26.8;0.06;25466;1.12;0.9;1;11.6;79.6;alta;elevada;alta;alta
Lebanon;Middle East;2005;No;12.1;14.1;1.73;77;34;74;77;26.7;0.03;6668;4.7;4.7;4.6;7.5;76.9;elevada;baixa;elevada;elevada
Ireland;European Union;2005;Yes;4.4;5.2;13.06;95;86;90;90;26.8;0.06;49382;4.16;0.3;0.2;11.7;78.9;alta;elevada;alta;alta
Tunisia;Africa;2002;No;22;26.1;1.15;93;98;96;96;25.3;0.01;2980;9.87;6.5;6.4;5.2;73.6;alta;alta;alta;alta
Zimbabwe;Africa;2001;No;51.1;93.8;1.93;76;64;76;75;23.3;11.96;1715;11.92;1.6;1.7;6.7;44;elevada;moderada;elevada;elevada
Azerbaijan;Asia;2015;No;23.3;26.3;0.51;96;98;98;96;26.9;0.05;5500;9.65;2.8;2.9;10.7;72.3;alta;alta;alta;alta
Sao Tome and Principe;Central America and Caribbean;2003;No;45;65.6;6.7;43;71;94;94;23.8;0.89;1136;0.15;7.4;7.4;4.4;63.4;baixa;elevada;alta;alta
Nigeria;Africa;2015;No;79.3;126.4;4.51;49;64;42;49;23.2;0.58;2687;181.14;9.8;9.7;6;53.1;baixa;moderada;baixa;baixa
Thailand;Asia;2015;No;9.3;10.8;6.95;99;95;99;99;24.3;0.16;5840;68.71;7.7;7.7;7.6;76.1;alta;alta;alta;alta
Albania;Rest of Europe;2006;No;16.6;18.5;5.17;98;94;97;97;25.7;0.03;2851;2.99;1.7;1.8;9.2;75.4;alta;alta;alta;alta
Romania;European Union;2014;Yes;8.3;9.9;9.48;94;84;94;94;26.6;0.04;8671;19.91;2.6;2.8;10.9;74.9;alta;elevada;alta;alta
Equatorial Guinea;Africa;2007;No;87.4;124.4;8.31;46;64;55;41;23.3;4.21;14620;0.82;9.5;9.5;5.4;54.8;baixa;moderada;moderada;baixa
Brunei Darussalam;Asia;2000;No;8.2;10.3;0.35;99;95;99;99;25.3;0.1;34064;0.33;6.8;6.3;8.3;73.1;alta;alta;alta;alta
Eswatini;Africa;2006;No;58.8;109;6.26;93;99;88;87;26;18.94;3060;1.04;6.9;7.1;5.1;42.7;alta;alta;elevada;elevada
Egypt Arab Rep;Africa;2005;No;29.3;35.7;0.15;98;64;98;98;28.2;0.13;2830;75.52;3.2;3.2;5.6;69.4;alta;moderada;alta;alta
Zambia;Africa;2013;No;46.6;71.1;2.98;79;40;74;79;22.4;5;1321;14.93;6.4;6.2;6.8;59.7;elevada;baixa;elevada;elevada
Kenya;Africa;2003;No;53.2;85.4;1.5;73;28;75;73;22.2;3.71;1135;34.68;8.8;8.8;5.6;52.4;elevada;baixa;elevada;elevada
Haiti;Central America and Caribbean;2014;No;54.1;71.9;2.69;48;83;63;48;25.1;0.71;1371;10.55;3.9;3.9;5.1;62.1;baixa;elevada;moderada;baixa
Rwanda;Africa;2012;No;38.8;54.9;6.43;98;87;98;98;21.8;0.84;669;10.55;6.1;6.1;3.7;65.4;alta;elevada;alta;alta
Iceland;Rest of Europe;2013;Yes;1.9;2.4;6.8;88;94;91;91;26.1;0.05;50947;0.32;1;0.9;11.9;82.1;elevada;alta;alta;alta
Sierra Leone;Africa;2008;No;114.2;174.9;3.83;77;60;75;77;22.5;1.21;516;6.13;8.7;8.7;2.9;47.5;elevada;moderada;elevada;elevada
Qatar;Middle East;2014;No;7;8.1;1.01;89;95;99;89;29;0.06;62785;2.46;5.2;4.8;9.8;79.6;elevada;alta;alta;elevada
Switzerland;Rest of Europe;2011;Yes;3.9;4.5;9.99;88;86;96;96;25.1;0.06;82678;7.91;0.5;0.3;13.3;82.7;elevada;elevada;alta;alta
Kenya;Africa;2006;No;45.7;72;0.86;80;28;77;80;22.5;2.92;1239;37.65;8.5;8.4;5.9;56.1;elevada;baixa;elevada;elevada
Mongolia;Asia;2015;No;16.6;19.4;8.35;99;98;99;99;26.1;0.01;3875;3;2.2;2.3;10.1;69.1;alta;alta;alta;alta
Central African Republic;Africa;2005;No;106.1;160.8;1.57;45;64;47;54;22;3.05;455;4.04;9.7;9.7;3.3;44.7;baixa;moderada;baixa;moderada
Grenada;Central America and Caribbean;2003;No;12.5;14.8;9.89;97;68;98;97;25.7;0.4;7653;0.1;4;4.1;7.6;73;alta;moderada;alta;alta
Gabon;Africa;2002;No;51.2;79.6;8.29;70;64;44;45;23.9;3.33;7662;1.29;7.7;7.5;6.5;57.8;elevada;moderada;baixa;baixa
Mauritania;Africa;2003;No;68.3;110.8;0.004;61;64;75;76;24;0.42;1283;2.86;1.3;1.1;3.2;61;moderada;moderada;elevada;elevada
Portugal;European Union;2015;Yes;3;3.6;10.34;98;95;98;98;25.7;0.12;19250;10.36;0.7;0.5;9.1;81.1;alta;alta;alta;alta
Myanmar;Asia;2008;No;63.4;98.4;0.79;85;57;85;85;21.9;0.39;753;49.93;13.2;13.4;3.9;62.7;elevada;moderada;elevada;elevada
Algeria;Africa;2012;No;22.5;26.2;0.43;95;95;95;95;25.2;0.03;4012;37.38;5.9;5.8;7.6;75.4;alta;alta;alta;alta
Tanzania;Africa;2011;No;45.5;68.4;7.09;90;64;88;90;22.9;2.4;845;45.67;7;6.9;5.1;59.5;alta;moderada;elevada;alta
Colombia;South America;2011;No;15.2;17.7;4.3;85;76;85;85;25.8;0.22;5468;45.66;2.2;2;7.5;75.7;elevada;elevada;elevada;elevada
Tanzania;Africa;2005;No;58.5;93.9;5.74;90;64;91;90;22.5;3.41;692;38.45;7.7;7.6;4.8;54.3;alta;moderada;alta;alta
Comoros;Africa;2012;No;58.9;79.4;0.11;89;64;85;86;24;0.01;1237;0.72;6.9;6.7;4.6;62.6;elevada;moderada;elevada;elevada
Togo;Africa;2014;No;52.2;78.3;1.25;87;64;82;87;23.4;0.72;554;7.14;6.6;6.4;4.7;59.6;elevada;moderada;elevada;elevada
Ireland;European Union;2009;Yes;3.6;4.3;10.93;95;86;94;94;27.1;0.07;45386;4.54;0.3;0.2;12.1;80.2;alta;elevada;alta;alta
Jordan;Middle East;2002;No;21.4;25.3;0.51;95;90;95;95;28;0.13;3849;5.32;3.9;3.9;9.6;72.1;alta;alta;alta;alta
Netherlands;European Union;2013;Yes;3.5;4.1;8.59;88;92;97;97;25.5;0.05;44055;16.8;1;0.9;12.1;81.3;elevada;alta;alta;alta
Cyprus;European Union;2001;Yes;5.2;6;10.16;89;91;97;97;26.3;0.03;23018;0.96;0.9;1;10.1;78.1;elevada;alta;alta;alta
Belgium;European Union;2007;Yes;3.9;4.7;13.43;94;78;99;98;25.8;0.08;40290;10.63;0.8;0.8;11.1;79.8;alta;elevada;alta;alta
Lithuania;European Union;2000;Yes;8.6;10.7;9.87;98;97;92;94;26;0.04;6423;3.5;3.4;3.4;10.7;72;alta;alta;alta;alta
Liberia;Africa;2013;No;66.9;92;3.74;76;64;80;76;24;3.5;754;4.25;6.8;6.7;4.4;61.2;elevada;moderada;elevada;elevada
Ukraine;Rest of Europe;2011;No;9.6;11.2;8.74;21;56;54;50;26.3;0.26;2450;45.71;2.4;2.5;11.3;70.8;baixa;moderada;moderada;moderada
Gambia;Africa;2002;No;58.1;104.2;3.37;92;64;86;87;22.3;1.59;700;1.4;9.8;9.8;2.1;56.8;alta;moderada;elevada;elevada
Suriname;South America;2007;No;22.2;25;4.69;84;16;84;84;25.9;0.75;8204;0.51;3.5;3.4;7.7;69.6;elevada;baixa;elevada;elevada
Slovenia;European Union;2011;Yes;2.5;3.1;10.61;88;96;96;96;26.2;0.02;20747;2.05;1.6;1.6;12.2;80;elevada;alta;alta;alta
Brazil;South America;2003;No;25.1;28.4;6.84;97;74;99;99;25.1;0.25;6896;181.81;3.3;3.3;6.2;71.2;alta;elevada;alta;alta
Somalia;Africa;2009;No;98.7;161.9;0;42;64;41;42;22.7;0.13;280;11.72;7.1;6.9;2.1;53.7;baixa;moderada;baixa;baixa
Guinea;Africa;2006;No;81.5;130.4;0.15;57;64;53;57;22.3;1.09;655;9.31;9.1;9.1;1.6;54.1;moderada;moderada;moderada;moderada
Sao Tome and Principe;Central America and Caribbean;2012;No;23.7;30.2;5.65;96;71;96;96;24.6;0.22;1446;0.19;5.9;5.7;5.1;68.3;alta;elevada;alta;alta
New Zealand;Oceania;2013;Yes;4.8;5.8;9.12;93;86;92;92;27.8;0.03;37219;4.44;0.3;0.3;12.1;81.4;alta;elevada;alta;alta
Saudi Arabia;Middle East;2003;No;15.8;18.5;0.057;95;97;95;95;27.7;0.13;17385;22.46;7.2;7.3;7.1;73.1;alta;alta;alta;alta
Guinea-Bissau;Africa;2007;No;82.5;132.2;3.22;83;64;76;74;22.8;2.81;566;1.41;8.7;8.6;2.3;53.1;elevada;moderada;elevada;elevada
Canada;North America;2012;Yes;4.9;5.6;8.3;70;83;91;95;26.9;0.1;42316;34.71;0.5;0.5;12.8;81.6;elevada;elevada;alta;alta
Maldives;Asia;2015;No;8.4;9.8;1.26;99;99;99;99;25.3;0.17;9033;0.45;13.6;13.6;6.3;77.7;alta;alta;alta;alta
Lesotho;Africa;2014;No;71.9;94.2;2.75;93;82;88;93;24.9;10.88;1120;2.04;5.8;5.6;6.1;49.9;alta;elevada;elevada;alta
Comoros;Africa;2015;No;54.4;72.3;0.14;91;64;92;91;24.3;0.01;1243;0.78;6.7;6.5;4.8;63.5;alta;moderada;alta;alta
Trinidad and Tobago;Central America and Caribbean;2015;No;17.3;19.3;5.97;90;79;88;96;27.5;0.4;18384;1.37;5.7;5.9;10.8;72.9;alta;elevada;elevada;alta
Mauritania;Africa;2006;No;66.1;106.1;0.011;68;64;68;68;24.3;0.32;1585;3.11;9.6;9.4;3.4;61.6;moderada;moderada;moderada;moderada
Burundi;Africa;2008;No;66.5;103.6;4.8;92;57;89;92;21.2;0.61;306;8.13;7.9;7.9;2.5;55.7;alta;moderada;elevada;alta
United Arab Emirates;Middle East;2015;No;6.5;7.6;2.12;99;99;99;99;28.4;0.13;38663;9.26;5.3;5.1;10.6;77.3;alta;alta;alta;alta
Latvia;European Union;2009;Yes;6.9;8.3;9.85;92;92;94;94;26.2;0.2;11240;2.14;2.3;2.3;12.3;73.1;alta;alta;alta;alta
Timor-Leste;Oceania;2009;No;53.6;64.4;0.085;72;64;78;72;20.6;0.07;1104;1.07;11.6;11.6;4.4;66.8;elevada;moderada;elevada;elevada
Sri Lanka;Asia;2002;No;13.4;15.5;1.62;86;92;98;98;21.7;0.02;1939;19.06;15.4;15.6;10.2;73.1;elevada;alta;alta;alta
Brazil;South America;2008;No;18.4;20.6;6.83;96;56;99;99;25.6;0.25;8259;192.03;3;3;6.7;73;alta;moderada;alta;alta
